505.72534,-9.998
505.81195,0
505.89853,-9.998
505.98514,0
506.07175,19.996
506.15836,-9.998
506.24496,9.998
506.33157,9.998
506.41818,19.996
506.50476,9.998
506.59137,9.998
506.67798,9.998
506.76459,9.998
506.8512,-9.998
506.93781,-9.998
507.02441,19.996
507.11102,9.998
507.19763,0
507.28424,0
507.37085,0
507.45746,9.998
507.54407,9.998
507.63068,0
507.71729,-19.996
507.80389,0
507.8905,-9.998
507.97711,0
508.06372,-9.998
508.15033,-9.998
508.23694,9.998
508.32355,-9.998
508.41016,-29.994
508.49677,0
508.58337,29.994
508.66998,9.998
508.75662,-9.998
508.84323,-9.998
508.92984,9.998
509.01645,0
509.10306,9.998
509.18967,0
509.27628,9.998
509.36292,29.994
509.44952,-9.998
509.53613,-9.998
509.62274,-9.998
509.70935,0
509.79596,29.994
509.8826,9.998
509.96921,9.998
510.05582,0
510.14243,0
510.22906,0
510.31567,-9.998
510.40228,-9.998
510.48889,-9.998
510.57553,29.994
510.66214,-9.998
510.74875,9.998
510.83539,0
510.922,0
511.00861,0
511.09521,-9.998
511.18185,19.996
511.26846,19.996
511.3551,19.996
511.44171,19.996
511.52832,9.998
511.61496,9.998
511.70157,0
511.78818,-19.996
511.87482,19.996
511.96143,-9.998
512.04803,0
512.13464,19.996
512.22131,9.998
512.30792,0
512.39453,9.998
512.48114,-19.996
512.56781,0
512.65442,0
512.74103,19.996
512.82764,19.996
512.91431,-19.996
513.00092,9.998
513.08752,-9.998
513.17413,9.998
513.26074,9.998
513.34741,9.998
513.43402,-9.998
513.52063,0
513.6073,0
513.69391,0
513.78052,0
513.86713,0
513.9538,9.998
514.04041,0
514.12701,19.996
514.21368,0
514.30029,0
514.3869,-9.998
514.47351,19.996
514.56018,9.998
514.64679,9.998
514.7334,9.998
514.82007,-9.998
514.90668,-19.996
514.99329,9.998
515.07996,9.998
515.16656,0
515.25317,19.996
515.33984,-9.998
515.42645,0
515.51306,9.998
515.59973,0
515.68634,9.998
515.77295,0
515.85962,9.998
515.94623,0
516.03284,-19.996
516.11951,-9.998
516.20612,0
516.29279,0
516.37939,9.998
516.466,0
516.55267,9.998
516.63928,9.998
516.72589,0
516.81256,19.996
516.89917,0
516.98584,0
517.07245,0
517.15906,29.994
517.24573,9.998
517.33234,-9.998
517.41901,0
517.50562,0
517.59222,-9.998
517.67889,9.998
517.7655,0
517.85217,19.996
517.93878,0
518.02545,0
518.11206,0
518.19867,9.998
518.28534,-9.998
518.37195,-19.996
518.45862,0
518.54523,-9.998
518.6319,9.998
518.71851,9.998
518.80518,19.996
518.89178,-19.996
518.97845,0
519.06506,9.998
519.15167,9.998
519.23834,0
519.32495,19.996
519.41162,9.998
519.49823,19.996
519.5849,0
519.67151,9.998
519.75818,9.998
519.84479,-9.998
519.93146,0
520.01807,-9.998
520.10474,-9.998
520.19135,-19.996
520.27802,29.994
520.36462,9.998
520.45129,0
520.5379,0
520.62457,19.996
520.71118,9.998
520.79785,0
520.88446,0
520.97113,0
521.05774,-9.998
521.14441,0
521.23102,0
521.31769,-19.996
521.40436,19.996
521.49097,9.998
521.57764,29.994
521.66425,0
521.75092,29.994
521.83752,0
521.92419,-9.998
522.0108,-9.998
522.09747,9.998
522.18408,19.996
522.27075,29.994
522.35742,-9.998
522.44403,0
522.5307,9.998
522.61731,0
522.70398,-29.994
522.79059,0
522.87726,0
522.96393,9.998
523.05054,9.998
523.13721,0
523.22382,-19.996
523.31049,-9.998
523.39716,-9.998
523.48376,9.998
523.57043,9.998
523.65704,0
523.74371,9.998
523.83032,19.996
523.91699,0
524.00366,0
524.09027,0
524.17694,9.998
524.26361,-19.996
524.35022,9.998
524.43689,9.998
524.5235,9.998
524.61017,-19.996
524.69684,19.996
524.78345,29.994
524.87012,29.994
524.95673,-9.998
525.0434,9.998
525.13007,0
525.21667,19.996
525.30334,0
525.39001,0
525.47662,19.996
525.56329,19.996
525.64996,9.998
525.73657,9.998
525.82324,-9.998
525.90985,29.994
525.99652,-19.996
526.08319,-9.998
526.1698,-9.998
526.25647,-9.998
526.34314,-19.996
526.42975,19.996
526.51642,0
526.60309,9.998
526.6897,29.994
526.77637,0
526.86304,29.994
526.94965,0
527.03632,9.998
527.12299,-9.998
527.20959,-9.998
527.29626,9.998
527.38293,9.998
527.46954,0
527.55621,9.998
527.64288,9.998
527.72955,0
527.81616,0
527.90283,29.994
527.9895,9.998
528.07611,-19.996
528.16278,0
528.24945,9.998
528.33606,-9.998
528.42273,-9.998
528.5094,0
528.59601,-9.998
528.68268,0
528.76935,9.998
528.85602,29.994
528.94263,0
529.0293,9.998
529.11597,19.996
529.20258,-19.996
529.28925,19.996
529.37592,0
529.46259,19.996
529.54919,-9.998
529.63586,9.998
529.72253,-9.998
529.80914,-19.996
529.89581,0
529.98248,19.996
530.06915,0
530.15576,-9.998
530.24243,9.998
530.3291,-9.998
530.41571,9.998
530.50238,-9.998
530.58905,0
530.67572,9.998
530.76233,0
530.849,-9.998
530.93567,0
531.02234,29.994
531.10895,9.998
531.19562,9.998
531.28229,0
531.36896,0
531.45557,19.996
531.54224,19.996
531.62891,-9.998
531.71558,9.998
531.80219,0
531.88885,19.996
531.97552,0
532.06219,9.998
532.1488,9.998
532.23547,19.996
532.32214,-29.994
532.40881,-29.994
532.49542,9.998
532.58209,-9.998
532.66876,9.998
532.75543,-9.998
532.84204,19.996
532.92871,9.998
533.01538,-9.998
533.10205,9.998
533.18866,9.998
533.27533,0
533.362,-9.998
533.44867,29.994
533.53528,9.998
533.62195,0
533.70862,0
533.79529,19.996
533.88196,0
533.96857,-9.998
534.05524,-9.998
534.14191,0
534.22858,9.998
534.31519,19.996
534.40186,-19.996
534.48853,-9.998
534.5752,-9.998
534.6618,9.998
534.74847,-29.994
534.83514,19.996
534.92181,0
535.00848,9.998
535.09509,19.996
535.18176,0
535.26843,0
535.3551,9.998
535.44177,0
535.52838,19.996
535.61505,19.996
535.70172,0
535.78839,9.998
535.875,0
535.96167,0
536.04834,0
536.13501,29.994
536.22168,19.996
536.30829,-9.998
536.39496,9.998
536.48163,9.998
536.5683,0
536.65497,29.994
536.74158,0
536.82825,0
536.91492,19.996
537.00159,0
537.0882,29.994
537.17487,0
537.26154,19.996
537.34821,19.996
537.43488,9.998
537.52148,0
537.60815,9.998
537.69482,-19.996
537.78149,-9.998
537.86816,0
537.95477,0
538.04144,9.998
538.12811,0
538.21478,0
538.30145,19.996
538.38806,9.998
538.47473,19.996
538.5614,19.996
538.64807,0
538.73474,0
538.82135,9.998
538.90802,19.996
538.99469,0
539.08136,9.998
539.16803,0
539.25464,0
539.34131,0
539.42798,9.998
539.51465,9.998
539.60132,-29.994
539.68793,0
539.7746,0
539.86127,19.996
539.94794,-9.998
540.03461,0
540.12122,9.998
540.20789,29.994
540.29456,9.998
540.38123,9.998
540.4679,29.994
540.5545,9.998
540.64117,-9.998
540.72784,19.996
540.81451,0
540.90118,-19.996
540.98779,19.996
541.07446,9.998
541.16113,0
541.2478,9.998
541.33441,-9.998
541.42108,9.998
541.50775,0
541.59442,29.994
541.68109,-9.998
541.7677,9.998
541.85437,9.998
541.94104,-9.998
542.02771,0
542.11438,0
542.20099,9.998
542.28766,9.998
542.37433,-19.996
542.461,19.996
542.54767,9.998
542.63428,0
542.72095,0
542.80762,-9.998
542.89429,19.996
542.98096,9.998
543.06757,-19.996
543.15424,9.998
543.24091,9.998
543.32758,9.998
543.41425,-9.998
543.50085,19.996
543.58752,29.994
543.67419,0
543.76086,-9.998
543.84747,0
543.93414,-9.998
544.02081,-19.996
544.10748,-9.998
544.19415,9.998
544.28076,0
544.36743,19.996
544.4541,-19.996
544.54077,9.998
544.62744,0
544.71405,0
544.80072,19.996
544.88739,9.998
544.97406,-9.998
545.06067,9.998
545.14734,-9.998
545.23401,0
545.32068,19.996
545.40735,19.996
545.49396,0
545.58063,9.998
545.6673,0
545.75397,0
545.84058,9.998
545.92725,0
546.01392,-9.998
546.10059,19.996
546.18719,-9.998
546.27386,19.996
546.36053,9.998
546.4472,9.998
546.53387,9.998
546.62048,0
546.70715,19.996
546.79382,0
546.88049,9.998
546.9671,0
547.05377,9.998
547.14044,9.998
547.22711,9.998
547.31372,-9.998
547.40039,0
547.48706,-29.994
547.57373,9.998
547.66034,0
547.74701,9.998
547.83368,29.994
547.92035,29.994
548.00696,0
548.09363,-19.996
548.1803,9.998
548.26697,-9.998
548.35358,-9.998
548.44025,9.998
548.52692,39.992
548.61359,0
548.7002,-9.998
548.78687,9.998
548.87354,9.998
548.96014,9.998
549.04681,0
549.13348,0
549.22015,9.998
549.30676,-9.998
549.39343,19.996
549.4801,-9.998
549.56677,-9.998
549.65338,0
549.74005,-19.996
549.82672,0
549.91333,0
550,19.996
550.08667,19.996
550.17334,0
550.25995,0
550.34662,9.998
550.43329,-9.998
550.51996,-19.996
550.60657,0
550.69324,0
550.77991,9.998
550.86652,9.998
550.95319,9.998
551.03986,9.998
551.12646,0
551.21313,9.998
551.2998,-9.998
551.38647,-9.998
551.47308,-19.996
551.55975,0
551.64642,19.996
551.73303,0
551.8197,0
551.90637,19.996
551.99298,0
552.07965,19.996
552.16632,-9.998
552.25293,9.998
552.3396,9.998
552.42627,-9.998
552.51288,-9.998
552.59955,19.996
552.68622,-9.998
552.77283,-9.998
552.8595,0
552.94617,9.998
553.03278,0
553.11945,9.998
553.20612,0
553.29272,0
553.37939,0
553.46606,9.998
553.55267,9.998
553.63934,0
553.72601,-29.994
553.81262,0
553.89929,0
553.98596,9.998
554.07257,-9.998
554.15924,0
554.24591,0
554.33252,9.998
554.41919,0
554.50586,0
554.59247,19.996
554.67914,19.996
554.76575,9.998
554.85242,19.996
554.93909,-9.998
555.0257,9.998
555.11237,-9.998
555.19904,-19.996
555.28564,-9.998
555.37231,0
555.45892,39.992
555.54559,19.996
555.63226,9.998
555.71887,9.998
555.80554,9.998
555.89215,19.996
555.97882,-9.998
556.06549,19.996
556.1521,0
556.23877,-9.998
556.32538,19.996
556.41205,9.998
556.49872,0
556.58533,-9.998
556.672,9.998
556.75861,9.998
556.84528,9.998
556.93188,9.998
557.01855,9.998
557.10522,9.998
557.19183,0
557.2785,29.994
557.36511,0
557.45178,9.998
557.53839,-9.998
557.62506,0
557.71173,0
557.79834,9.998
557.88501,9.998
557.97162,0
558.05829,9.998
558.1449,19.996
558.23157,9.998
558.31818,0
558.40485,19.996
558.49146,0
558.57813,0
558.66473,29.994
558.7514,-9.998
558.83807,9.998
558.92468,-9.998
559.01135,-19.996
559.09796,9.998
559.18463,9.998
559.27124,0
559.35791,0
559.44452,0
559.53119,9.998
559.6178,-9.998
559.70447,9.998
559.79108,9.998
559.87775,19.996
559.96436,0
560.05103,-9.998
560.13763,9.998
560.2243,-9.998
560.31091,0
560.39752,0
560.48419,-9.998
560.5708,49.99
560.65747,19.996
560.74408,0
560.83075,19.996
560.91736,9.998
561.00403,9.998
561.09064,-19.996
561.17731,0
561.26392,0
561.35059,-9.998
561.43719,-29.994
561.5238,0
561.61047,19.996
561.69708,0
561.78375,0
561.87036,0
561.95703,9.998
562.04364,-9.998
562.13025,-9.998
562.21692,-9.998
562.30353,9.998
562.3902,0
562.47681,9.998
562.56342,9.998
562.65009,0
562.73669,19.996
562.82336,0
562.90997,29.994
562.99658,-9.998
563.08325,19.996
563.16986,0
563.25653,0
563.34314,9.998
563.42975,-9.998
563.51642,9.998
563.60303,0
563.68964,-9.998
563.77631,0
563.86292,0
563.94958,9.998
564.03619,19.996
564.1228,0
564.20947,9.998
564.29608,9.998
564.38269,19.996
564.46936,-19.996
564.55597,-9.998
564.64258,-9.998
564.72925,9.998
564.81586,19.996
564.90247,-9.998
564.98914,-9.998
565.07574,0
565.16235,0
565.24896,0
565.33563,0
565.42224,0
565.50885,0
565.59552,0
565.68213,9.998
565.76874,19.996
565.85535,0
565.94202,0
566.02863,9.998
566.11523,-9.998
566.2019,0
566.28851,0
566.37512,9.998
566.46173,9.998
566.5484,-9.998
566.63501,9.998
566.72162,19.996
566.80823,-9.998
566.8949,-29.994
566.98151,-9.998
567.06812,-9.998
567.15472,9.998
567.24139,0
567.328,9.998
567.41461,19.996
567.50122,19.996
567.58783,19.996
567.6745,0
567.76111,9.998
567.84772,9.998
567.93433,-9.998
568.02094,0
568.1076,0
568.19421,19.996
568.28082,0
568.36743,0
568.45404,-9.998
568.54065,0
568.62732,9.998
568.71393,-29.994
568.80054,-9.998
568.88715,-9.998
568.97375,-9.998
569.06036,29.994
569.14703,-9.998
569.23364,-9.998
569.32025,9.998
569.40686,9.998
569.49347,9.998
569.58008,9.998
569.66669,0
569.7533,19.996
569.83997,9.998
569.92657,19.996
570.01318,9.998
570.09979,19.996
570.1864,-9.998
570.27301,-9.998
570.35962,-19.996
570.44623,19.996
570.53284,29.994
570.61945,-9.998
570.70605,-19.996
570.79266,0
570.87933,-19.996
